Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_MLC,RT_LMP,RT_EC,SYSLoad,RegCP
25,11,12427,12752,53.26,53.91,0.93,43.87,43.21,12913,48
25,12,12479,12846,53.26,53.92,0.92,45.81,44.99,13004,44
25,13,12405,12750,53.26,53.92,0.92,45.49,44.81,12946,58
25,14,12234,12560,52.32,51.44,0.88,44.31,43.65,12744,41
25,15,11992,12386,48.9,48.09,0.81,44.47,43.77,12561,61
25,16,11875,12416,48.01,46.93,0.79,46.11,45.19,12582,62
25,17,12008,12722,48.55,47.21,0.8,44.42,43.67,12904,49.31
25,18,12202,13274,51.87,50.64,0.87,49.51,47.68,13421,44
25,19,12555,13741,53.4,53.97,0.92,48.75,47.29,13919,45
25,20,13095,14334,58.5,59.96,1,58.11,56.2,14507,60.63
25,21,13050,14559,58.5,60,0.99,61.01,58.12,14777,46.84
25,22,12343,13539,53.89,54.25,0.89,56.79,53.63,13750,55.12
25,23,10986,12271,46.25,45.52,0.73,46.14,45.29,12442,49.42
25,24,9721,11153,42.13,41.48,0.65,36.23,35.84,11299,45.44
26,1,9674,10340,43.41,42.53,0.65,33.79,33.47,10480,46
26,2,9335,9921,41.15,40.53,0.62,38.22,37.87,10078,61
26,3,9068,9764,38.73,38.15,0.58,35.05,34.75,9928,40
26,4,9071,9753,38.33,37.74,0.59,39.59,39.24,9895,50
26,5,9209,10064,41.19,40.56,0.63,41.68,41.29,10191,59
26,6,10003,11188,44.31,43.6,0.71,43.5,43.06,11311,41
26,7,11858,13281,54.56,53.15,0.88,56.65,55.93,13446,43.52
26,8,13655,15022,57.22,55.8,0.92,69.53,67.01,15254,53.27
26,9,14176,15729,58.24,56.73,0.91,65.51,62.78,15970,42.95
26,10,14327,16066,60.16,58.58,0.94,61.9,59.52,16310,64
26,11,14563,16277,60.03,58.5,0.93,61.56,59.95,16532,55
26,12,14500,16294,59.74,58.3,0.93,58.79,57.99,16550,41
26,13,14384,16167,57.41,56.5,0.89,56.34,55.59,16416,41
26,14,14304,16049,56.85,55.95,0.88,57.42,56.68,16313,40
26,15,14164,15838,57,55.69,0.88,55.09,54.36,16079,60
26,16,14021,15733,55.69,54.47,0.87,60.05,59.27,15978,56
26,17,14147,15947,57.07,55.73,0.88,68.74,67.79,16195,67
26,18,14287,16171,56.84,55.93,0.89,62.6,61.77,16378,54
26,19,14430,16148,58.05,57.11,0.92,64.37,63.56,16404,64
26,20,14573,16217,62.65,61.63,1,70.25,69.42,16472,56
26,21,14440,15983,61.14,59.7,0.95,58.49,57.77,16237,51.91
26,22,13479,14838,54.9,53.53,0.85,47.14,46.59,15074,43.85
26,23,12148,13182,44.16,43.47,0.68,44.49,44.05,13391,40.91
26,24,10100,11791,42.52,41.88,0.64,48.47,47.97,11948,46
27,1,10410,10820,38.47,37.9,0.57,48.28,47.52,11020,65
27,2,10372,10343,35.07,34.56,0.51,38.17,37.77,10549,49
27,3,10258,10047,33.17,32.69,0.48,41.81,41.32,10253,55
27,4,10232,9983,33.17,32.69,0.48,38.36,37.83,10168,62
27,5,10326,10224,36.1,35.55,0.55,40.54,39.94,10394,60
27,6,10544,11260,41.16,40.51,0.62,41.41,40.8,11410,43
27,7,12460,13218,48.41,79.16,1.28,51.76,51.02,13382,46.73
27,8,14017,14825,55.93,57.12,0.91,68.66,67.76,14990,55.53
27,9,14397,15310,58.32,61.18,0.97,67.4,69.9,15519,58.92
27,10,14506,15494,59.74,62.19,0.99,69.32,72.49,15714,51.55
27,11,14536,15624,61.88,64.9,1.02,63.45,66.95,15836,51.16
27,12,14423,15605,60.46,62.67,0.99,74.78,76.99,15821,42.31
27,13,14309,15489,58.97,60.8,0.96,73.77,72.81,15718,49
27,14,14243,15458,58.47,60.43,0.95,69.21,68.25,15690,49
27,15,14004,15272,56.8,59.17,0.93,62.29,61.41,15492,67
27,16,13923,15065,56.5,58.87,0.93,70.54,66.67,15310,61
27,17,14094,14995,58.04,60.04,0.95,57.58,55.26,15226,42
27,18,14120,14962,58.3,60.22,0.95,54.89,53.09,15202,62
27,19,14294,14875,59.31,60.94,0.97,52.19,50.93,15099,57
27,20,14530,15230,63.55,64.05,1.03,59.62,57.07,15521,57
27,21,14405,15606,63.03,64.38,1.03,71.1,66.46,15851,53.76
27,22,13608,14650,55.24,56.07,0.89,89.4,80.78,14842,54.18
27,23,11583,13025,47.6,47.98,0.75,59.39,57.43,13214,62
27,24,10522,11600,41.06,40.44,0.62,46.8,46.01,11748,65
28,1,10359,10641,43.77,43.13,0.64,37.28,36.69,10756,57.91
28,2,10296,10157,41.98,41.37,0.61,35.73,35.05,10322,42.7
28,3,10227,9948,41.58,40.98,0.6,33.02,32.4,10134,40.95
28,4,10238,9912,41.58,40.98,0.6,41.86,41.09,10116,40.95
28,5,10259,10159,41.58,40.96,0.62,40.14,39.41,10335,48.47
28,6,10689,11230,44.98,44.3,0.68,42.73,42.02,11392,59
28,7,12697,13184,52.32,51.16,0.81,52.59,51.68,13310,59
28,8,14331,14742,59,61.67,0.97,59.5,58.39,14881,44
28,9,14755,15233,61.94,64.38,1,56.37,55.37,15360,56
28,10,14800,15353,62.22,64.61,0.99,54.79,53.83,15535,56.91
28,11,14877,15441,63.46,65.55,1.01,54.46,53.4,15630,56.91
28,12,14820,15407,62.41,64.75,0.99,54.82,53.55,15600,56.91
28,13,14579,15272,60.57,63.25,0.97,54.76,53.56,15462,56.81
28,14,14469,15186,59.46,62.2,0.95,53.75,52.5,15393,52.08
28,15,14305,14967,57.8,60.68,0.93,52.93,51.73,15163,48.8
28,16,14193,14764,56.69,60.13,0.92,51.32,50.37,14961,67.4
28,17,14296,14711,58.14,60.69,0.94,51.12,50.19,14903,61.53
28,18,14409,14635,59.3,61.75,0.96,50.21,49.31,14811,64
28,19,14552,14490,60.5,62.82,0.98,48.78,47.93,14660,57
28,20,14741,14827,63.83,65.62,1.02,48.88,48.09,14991,61.9
28,21,14813,15582,65.07,66.59,1.03,54.03,55.77,15789,55
28,22,13828,14737,60.48,62.54,0.96,53.22,51.87,14931,47
28,23,12122,13204,52.03,50.18,0.76,48.27,47.44,13380,53.36
28,24,10394,11797,44.11,43.46,0.65,37.33,36.82,11947,41.97
29,1,10223,10843,41.26,40.68,0.58,35.8,35.26,11005,56.43
29,2,9845,10359,40.69,39.67,0.56,36.31,35.75,10516,49.48
29,3,9832,10133,38.11,37.58,0.53,31.76,31.22,10295,52.21
29,4,9885,10104,37.96,37.42,0.54,20.48,20.12,10244,53.23
29,5,10007,10380,39.54,38.98,0.56,36.93,36.28,10510,44.74
29,6,10280,11372,42.52,41.89,0.63,40.63,39.97,11503,56.81
29,7,11986,13202,52.14,50.29,0.79,54.94,54.01,13326,47
29,8,13476,14654,59.35,58.31,0.9,59.18,58.19,14786,48
29,9,14010,15093,59.62,58.46,0.89,60.76,59.69,15283,46
29,10,14147,15306,63.61,61.56,0.93,62.13,60.99,15501,49
29,11,14206,15487,66.48,63.76,0.95,56.35,55.29,15679,40
29,12,14159,15470,67.19,64.48,0.97,57.09,55.63,15685,52.07
29,13,14054,15375,65.3,63.09,0.95,67.76,65.1,15595,51.83
29,14,14072,15412,64.66,62.62,0.93,64.15,61.94,15635,47.95
29,15,13952,15309,63.5,61.62,0.92,60.18,58.31,15517,45.55
29,16,13832,15185,60.61,59.09,0.89,61.16,59.12,15399,46.73
29,17,13869,15101,60.62,59.21,0.89,59.06,57.19,15317,60.17
29,18,13878,14922,60.55,59.08,0.91,55.14,53.72,15122,50
29,19,13915,14683,60.42,58.98,0.9,48.5,47.73,14878,60
29,20,14012,14904,64.44,62.16,0.95,53.76,52.44,15079,46
29,21,14104,15576,71.6,67.87,1.03,59.23,57.46,15781,43
29,22,13194,14750,64.45,61.88,0.93,53.16,51.97,14938,47
29,23,11595,13152,53.38,51.18,0.76,45.96,45.23,13313,54.42
29,24,10032,11655,44.21,43.58,0.63,34.22,33.74,11819,51.94
30,1,9606,10617,39.23,38.67,0.56,41.84,41.12,10771,46.46
30,2,9587,10067,36.24,35.64,0.52,44.5,43.65,10208,61
30,3,9536,9804,35,34.37,0.5,41.04,40.21,9970,49
30,4,9547,9721,34.79,34.29,0.5,31.3,30.69,9887,46
30,5,9574,9918,36.21,35.68,0.53,33.47,32.84,10062,52
30,6,9707,10822,40.6,39.98,0.62,36.84,36.23,10956,48.8
30,7,12138,12625,47.91,47.16,0.75,45.44,44.73,12742,61.04
30,8,13813,14233,55.31,54.63,0.86,50.76,49.9,14368,61.11
30,9,14328,14859,56.3,55.48,0.85,51.62,50.73,15044,65.4
30,10,14615,15324,58.24,57.01,0.87,59.84,58.41,15503,43.08
30,11,14832,15637,60,58.44,0.89,61.1,62.74,15855,43.08
30,12,14794,15824,60,58.45,0.88,61.02,63.28,16045,43.08
30,13,14714,15841,60,58.39,0.88,66.98,68.36,16061,41.53
30,14,14707,15897,60.19,58.55,0.89,79.74,79.06,16127,49
30,15,14649,15771,59.89,58.27,0.88,59,61.72,16000,57
30,16,14626,15522,59.61,57.93,0.88,60.63,63.01,15746,43.08
30,17,14540,15284,58.15,56.88,0.87,64.77,65.09,15505,40.24
30,18,14509,14909,56.67,55.35,0.85,60.67,58.46,15159,46
30,19,14436,14502,55.89,54.7,0.85,47.18,46.51,14696,43
30,20,14467,14455,56.29,55.01,0.86,48.31,47.66,14626,42
30,21,14528,15080,59.5,57.67,0.9,59.29,58.28,15289,53
30,22,13415,14398,54.66,54.16,0.83,56.43,55.45,14586,56.78
30,23,11209,13069,50.47,49.72,0.74,56.21,55.22,13229,45.74
30,24,9515,11676,43.68,43.07,0.61,51.59,50.88,11816,47.81
1,1,9288,10623,43.17,42.54,0.63,47.54,46.98,10856,44
1,2,8908,9997,42,41.39,0.61,46.21,45.66,10203,65
1,3,8709,9645,40.07,39.49,0.58,46.74,46.19,9847,65.68
1,4,8702,9484,39,38.44,0.56,44.41,43.88,9689,67.07
1,5,8712,9512,40.2,39.62,0.58,43.13,42.65,9703,67.07
1,6,8945,9738,42.19,41.56,0.63,43.25,42.79,9933,43
1,7,9757,10324,43.96,43.28,0.68,44.15,43.69,10507,49
1,8,10999,11589,48.69,47.9,0.77,49.91,49.26,11758,48
1,9,11943,12805,55,52.77,0.85,59.88,58.95,12994,66.53
1,10,12476,13560,58.68,56.12,0.9,79.24,77.87,13733,64.66
1,11,12704,13898,60.46,57.6,0.91,90,88.37,14074,62.81
1,12,12708,13990,60.47,57.63,0.9,87.27,85.58,14170,62.99
1,13,12564,13887,58.25,55.83,0.87,68.56,67.32,14068,63.81
1,14,12416,13709,58.86,56.33,0.89,59.98,58.92,13888,64.97
1,15,12224,13524,60.47,57.65,0.91,61.47,60.31,13694,65.71
1,16,12098,13448,58.48,56,0.89,77.64,76.15,13622,64.35
1,17,12212,13481,60.47,57.61,0.92,71.77,70.48,13652,56
1,18,12514,13542,59.48,56.8,0.92,58.64,57.77,13721,57
1,19,12471,13440,59.74,56.94,0.92,57.97,57.01,13631,63.69
1,20,12733,13663,59.59,57.55,0.92,72.4,71.13,13863,60.03
1,21,12919,14290,59.73,57.68,0.93,119.12,117.07,14494,55
1,22,12052,13726,57.1,56.2,0.89,110.09,108.24,13924,53
1,23,10566,12607,49.42,48.24,0.74,51.78,51.01,12775,57
1,24,9520,11438,44.1,43.45,0.65,47.76,47.14,11594,51
2,1,9165,10446,48.51,47.77,0.72,60.5,59.66,10630,65.71
2,2,9014,9832,46.82,46.12,0.69,55.49,54.67,10058,66.84
2,3,8769,9498,44.55,43.89,0.66,48.46,47.78,9734,67.02
2,4,8765,9294,44.55,43.89,0.66,44.66,44.01,9532,67.02
2,5,8768,9292,44.55,43.88,0.67,44.12,43.5,9515,66.85
2,6,8735,9402,43.73,43.07,0.66,42.61,42.01,9611,40
2,7,9122,9689,45.2,44.49,0.71,43.6,42.93,9912,65.03
2,8,9809,10638,46.55,45.78,0.77,36.32,35.84,10843,59
2,9,10951,11767,53.92,52.6,0.88,49.45,48.91,11928,55.03
2,10,11763,12708,57.94,56.97,0.95,53.07,52.41,12899,43.32
2,11,11954,13234,62.6,61.56,1.02,53.95,53.22,13473,64
2,12,11947,13555,65.85,64.77,1.06,55.58,54.76,13734,41.36
2,13,12026,13659,64.19,63.15,1.02,63.42,62.48,13851,40
2,14,11872,13560,66.95,65.85,1.07,69.02,68.08,13745,46
2,15,11754,13410,58.81,57.86,0.93,59.61,58.8,13590,59
2,16,11726,13383,58.65,57.71,0.92,56.31,55.54,13565,45.32
2,17,11866,13587,59.14,58.18,0.94,58.32,57.49,13774,44.7
2,18,12206,13944,66.44,65.36,1.06,59.92,59.05,14117,63.69
2,19,12506,14161,65.43,64.36,1.05,60.51,59.61,14337,56.59
2,20,12666,14484,63.93,62.89,1.02,66.07,65.06,14671,52.8
2,21,12644,14703,74.89,73.65,1.2,65.35,64.41,14900,42.08
2,22,12007,13718,65.89,64.82,1.05,57.07,56.39,13875,65.21
2,23,11001,12391,55.3,53.89,0.85,53.71,53.1,12580,65.03
2,24,9607,11148,48.51,47.76,0.73,47.89,47.33,11351,65.71
3,1,9685,10289,45.63,44.94,0.69,50.62,49.88,10457,62.88
3,2,9248,9849,43.65,42.98,0.67,50.3,49.51,10063,60.2
3,3,8870,9647,42.38,41.73,0.65,48.54,47.81,9870,59.61
3,4,8874,9611,42.67,42.01,0.66,47.15,46.44,9822,60.29
3,5,9249,9880,43.65,42.97,0.68,43.93,43.26,10101,60.44
3,6,10162,10947,48.61,47.83,0.76,45.48,44.92,11135,65.76
3,7,11794,12974,51.51,50.56,0.86,57.44,56.63,13137,63.35
3,8,13408,14723,59.86,59.1,1,84.59,84.24,14935,62.72
3,9,13796,15418,64.16,63.95,1.06,80.51,83.2,15627,59.13
3,10,14072,15785,65.45,66.76,1.1,59.65,63.33,15996,59.6
3,11,14225,16033,68.7,70.29,1.14,62.01,65.5,16265,60.89
3,12,14176,16089,72.04,73.45,1.19,59.56,62.97,16345,59.77
3,13,14075,16000,68.08,69.33,1.13,59.43,63,16243,55.99
3,14,13972,15881,68.08,69.35,1.13,62.36,65.83,16110,55.17
3,15,13929,15723,64.75,64.62,1.05,69.45,72.5,15945,56.04
3,16,13932,15666,64.76,64.54,1.06,61.41,64.96,15881,59.16
3,17,13993,15759,65.74,67.1,1.11,63.03,66.5,15995,46
3,18,13918,15931,68.67,69.87,1.15,65.45,68.22,16185,54
3,19,14172,15931,62.41,63.99,1.05,57.63,61.61,16181,41
3,20,14223,16031,64.98,66.73,1.1,59.99,63.75,16287,42
3,21,14274,15920,69.71,71.17,1.17,58.67,62.45,16160,62.83
3,22,13583,14784,60.8,60.68,1,53.31,55.72,15027,60.02
3,23,11776,13141,56.11,54.81,0.9,42.4,41.82,13365,66.36
3,24,10270,11662,46.01,45.29,0.72,39.02,38.54,11839,65.17
4,1,9725,10659,44.26,43.57,0.69,42.74,42.24,10829,55
4,2,9502,10132,43.17,42.5,0.67,32.4,32.03,10330,66.27
4,3,9442,9926,41.97,41.32,0.65,37.7,37.36,10100,48
4,4,9414,9851,40,39.38,0.62,41.85,41.5,10050,61
4,5,9561,10085,43.07,42.39,0.68,40.42,40.07,10269,65
4,6,10216,11092,45.29,44.55,0.74,45.33,44.89,11229,65
4,7,12109,13093,51.43,50.51,0.9,50.2,49.54,13289,57
4,8,13619,14605,61.26,60.71,1.07,54.31,56.72,14842,65
4,9,14021,15048,62.12,61.53,1.07,51.77,55.84,15267,66.85
4,10,14062,15232,62.86,62.23,1.07,50.15,53.94,15462,63.32
4,11,14080,15377,62.81,62.11,1.06,49.67,48.94,15619,59.68
4,12,14135,15344,62.86,62.21,1.06,49.91,49.16,15581,57.8
4,13,14125,15245,62.81,62.04,1.06,50.88,50.14,15503,59.68
4,14,14068,15167,62.81,62.09,1.06,50.86,50.13,15418,63.54
4,15,13973,14983,61,60.4,1.03,50.3,49.58,15235,64.58
4,16,13950,14835,59.83,59.4,1.01,50.59,49.81,15076,63.23
4,17,13785,14781,61,60.44,1.04,49.2,48.44,14971,56
4,18,13784,14693,64,62.72,1.08,47.66,46.93,14896,66.76
4,19,13830,14530,62.33,61.35,1.07,45.92,45.21,14726,45
4,20,13886,14742,64,63.3,1.11,47.6,46.89,14909,49
4,21,14052,15499,64.14,63.46,1.1,57.38,59.39,15680,51
4,22,13513,14722,58.85,58.49,1.01,55.49,54.41,14900,62.01
4,23,11595,13100,52.48,51.33,0.87,49.69,48.74,13344,66.97
4,24,10211,11646,45.31,44.59,0.72,40.18,39.53,11861,40
5,1,9189,10715,43.34,42.68,0.66,38.79,38.23,10878,55.78
5,2,9098,10247,40.42,39.81,0.61,43.23,42.68,10379,57.27
5,3,8965,10029,38.72,38.14,0.58,43.61,43.08,10168,58.26
5,4,8999,10000,38.72,38.13,0.59,39.42,38.9,10144,58.42
5,5,9051,10293,40.42,39.8,0.62,45.07,44.42,10435,58.72
5,6,9578,11276,44.56,43.86,0.7,49.95,49.35,11358,51.26
5,7,11852,13277,50.76,49.93,0.82,54.93,54.02,13334,49.21
5,8,13712,14734,58.26,58.43,0.97,60.1,58.93,14812,59.24
5,9,13997,15112,60.11,60.17,0.98,59.72,58.52,15233,56.51
5,10,14038,15277,60.44,60.36,0.98,59.41,58.16,15424,52
5,11,14021,15425,60.93,60.92,0.99,60.24,58.93,15592,59
5,12,13937,15482,60.62,60.4,0.97,59.97,58.67,15688,52
5,13,13921,15409,60.46,60.11,0.98,59.5,58.22,15579,50
5,14,13867,15380,60.44,60.16,0.97,59.76,58.47,15556,63
5,15,13655,15236,58.92,58.77,0.95,58,56.77,15416,41
5,16,13547,15123,56.61,56.72,0.92,57.75,56.54,15278,58
5,17,13639,15195,57.4,57.38,0.94,58.57,57.29,15367,44
5,18,13674,15228,58.22,58.06,0.96,59.4,58.18,15388,42
5,19,13639,15176,57.26,57.25,0.95,59.42,58.16,15334,55.99
5,20,14038,15348,57.97,58.25,0.96,61.09,59.79,15512,51
5,21,14120,15645,59.59,59.78,0.98,71.74,70.31,15798,59
5,22,13381,14672,53.8,53.88,0.88,53.58,52.5,14826,51.73
5,23,11028,13056,51.46,50.63,0.82,49.21,48.43,13210,55.83
5,24,9474,11607,46.1,45.38,0.72,48.4,47.84,11769,51.58
6,1,9273,10663,43.43,42.75,0.68,40.58,40.15,10825,58.41
6,2,9239,10138,40.41,39.77,0.64,37.39,36.95,10289,58.59
6,3,9167,9897,38.82,38.2,0.62,38.96,38.49,10039,60.16
6,4,9186,9867,38.7,38.08,0.62,37.28,36.83,9999,60.16
6,5,9292,10147,39.99,39.34,0.65,40.15,39.7,10277,58.02
6,6,9861,11111,44.84,44.11,0.73,46.54,46.09,11206,53.56
6,7,12035,13038,50.97,50.1,0.86,50.73,50.09,13167,49.48
6,8,13543,14549,56.42,55.5,0.96,59.75,58.89,14711,59.13
6,9,13971,15031,58.39,57.44,0.98,60.29,59.61,15187,48
6,10,14068,15285,58.42,57.47,0.98,78.27,77.27,15492,41
6,11,14079,15490,58.5,57.54,0.97,75.12,74.12,15715,40
6,12,14061,15513,58.52,57.31,0.97,70.49,69.58,15734,63
6,13,13976,15458,57.54,56.52,0.95,61.17,60.99,15687,63
6,14,13849,15473,57.54,56.53,0.94,64.03,63.22,15678,54
6,15,13667,15319,55.81,54.88,0.92,58.42,57.59,15528,63
6,16,13594,15233,54.41,53.64,0.91,56.82,55.95,15424,47.66
6,17,13677,15119,55.46,54.68,0.93,56.13,55.28,15333,42
6,18,13992,14924,57.52,56.27,0.95,54.46,53.65,15158,58
6,19,13985,14711,57.52,56.54,0.97,50.78,50.05,14927,46.12
6,20,14098,14971,59,58,0.98,53.4,52.62,15150,58
6,21,14106,15562,59,58,0.98,61.32,60.49,15744,50
6,22,13060,14603,56.42,55.47,0.94,52.34,51.59,14827,52.16
6,23,11145,13153,49.35,48.54,0.81,51.52,50.93,13375,50.56
6,24,9721,11651,45.86,45.14,0.72,40.08,39.68,11804,56.78
7,1,9305,10582,43.02,42.34,0.68,41.02,40.65,10733,47.9
7,2,9214,10058,42.92,42.24,0.68,41.74,41.31,10174,45
7,3,9206,9789,40.47,39.83,0.64,37.06,36.67,9915,53
7,4,9214,9693,39.36,38.74,0.62,34.89,34.52,9826,46
7,5,9240,9907,41.38,40.72,0.66,38.1,37.71,10040,56
7,6,9661,10811,45.04,44.3,0.74,41.28,40.89,10958,57
7,7,11788,12680,51.73,50.82,0.88,50.55,49.99,12813,57
7,8,13712,14366,59.87,58.08,1,57.8,57.1,14538,60.1
7,9,14527,15093,58.66,57.68,0.98,63.29,62.49,15275,57.97
7,10,14624,15564,59.61,58.62,0.99,66.69,65.93,15782,42
7,11,14641,15988,61.11,60.09,1.01,87.18,86.25,16246,40
7,12,14644,16201,62.37,61.33,1.03,79.52,78.68,16418,50
7,13,14689,16262,60,59,0.99,88.07,87.12,16507,46
7,14,14536,16390,63.03,61.97,1.04,89.3,88.43,16643,62
7,15,14545,16301,60,59,0.99,99.31,98.31,16554,64
7,16,14348,16125,59.61,58.6,0.99,99,97.91,16373,43
7,17,14338,15924,58.73,57.73,0.98,73.21,72.34,16151,41
7,18,14440,15457,58.3,57.32,0.98,55.01,54.3,15688,53
7,19,14336,14900,56.82,55.85,0.96,53.41,52.73,15125,44.1
7,20,14525,14709,57.9,56.9,0.99,53.15,52.49,14889,41.45
7,21,14602,15177,58.66,57.67,0.99,53.95,53.23,15410,42
7,22,13592,14497,54.59,53.67,0.91,51.11,50.44,14754,56.23
7,23,11328,13102,52.54,51.67,0.86,59.18,58.27,13328,53.02
7,24,10056,11658,47.12,46.37,0.75,53.98,53.26,11866,57.44
8,1,9551,10571,46.13,45.4,0.73,49.69,49.04,10727,47.58
8,2,9071,9898,44.69,43.99,0.7,45.82,45.24,10047,54
8,3,9019,9565,42.59,41.92,0.67,40.2,39.71,9696,59
8,4,9019,9406,42.59,41.92,0.67,38.38,37.92,9537,61
8,5,9021,9478,42.59,41.92,0.67,44.39,43.86,9616,52
8,6,9169,9690,44.5,43.79,0.71,39.86,39.39,9836,54
8,7,9757,10326,47.11,46.32,0.79,35.92,35.52,10469,52
8,8,10997,11511,52.74,51.84,0.89,47.82,47.22,11685,40.71
8,9,11735,12684,64.76,63.64,1.1,49.73,49.03,12890,40.05
8,10,12159,13271,69.46,68.26,1.18,50.7,49.87,13433,46
8,11,12251,13417,69.85,68.66,1.17,55.82,54.8,13596,40
8,12,12204,13360,65,63.9,1.08,59.11,58.02,13555,46
8,13,12073,13163,62.8,61.74,1.04,53.08,52.16,13237,50
8,14,11994,12915,60,58.99,0.99,52.86,51.99,13002,48
8,15,11924,12651,58.78,57.79,0.97,51.61,50.81,12813,56
8,16,11687,12525,58.79,57.8,0.97,52.41,51.6,12693,50
8,17,11706,12591,58.79,57.79,0.98,52.77,51.95,12753,52
8,18,11822,12783,59.5,58.5,1,53.61,52.75,12863,60.6
8,19,11848,12952,60.44,59.43,1.01,52.71,51.84,13034,60.39
8,20,12021,13308,65.5,64.4,1.1,55.81,54.92,13405,62.69
8,21,12041,13705,79.89,78.56,1.33,57.62,56.7,13806,59
8,22,11751,13185,72.53,71.34,1.19,57.91,57.03,13349,54
8,23,10748,12171,52.26,50.98,0.84,51.06,50.39,12325,53.74
8,24,9776,11080,47.36,46.61,0.75,41.93,41.54,11203,61.61
9,1,8461,10156,43.34,42.67,0.67,35.87,35.59,10286,54.15
9,2,8478,9611,41.57,40.93,0.64,34.44,34.18,9735,59
9,3,8492,9310,37.71,37.13,0.58,36.14,35.86,9421,58
9,4,8442,9164,38.12,37.53,0.59,34.91,34.64,9289,65
9,5,8473,9172,39.33,38.71,0.62,34.73,34.46,9294,43
9,6,8526,9317,40.13,39.5,0.63,35,34.71,9444,61.09
9,7,8679,9672,42.63,41.93,0.7,38.4,38.07,9807,42
9,8,9408,10619,47.63,46.84,0.79,43.17,42.7,10743,48
9,9,10629,11787,51.7,50.83,0.87,56.05,55.29,11948,41
9,10,11139,12622,58.48,57.5,0.98,51.42,50.65,12705,50.7
9,11,11471,13013,60.93,59.93,1,57.75,56.79,13189,58.68
9,12,11519,13181,62,60.99,1.01,59.8,58.8,13361,40.89
9,13,11578,13154,61.2,60.21,0.99,51.85,50.98,13256,59
9,14,11585,12875,58.48,57.53,0.95,54.87,54,13050,48
9,15,11604,12573,53.55,52.69,0.86,49.3,48.58,12725,64
9,16,11615,12383,52.34,51.5,0.84,48.93,48.29,12533,43
9,17,11659,12361,54.86,53.97,0.89,47.87,47.25,12516,59
9,18,11773,12436,59,58.05,0.95,49.79,49.1,12590,53
9,19,11872,12548,60.93,59.95,0.98,47.69,47.06,12699,56
9,20,11940,12977,64.33,63.29,1.04,48.16,47.5,13141,56
9,21,12335,13921,70.83,69.7,1.13,62.72,61.72,14093,52.12
9,22,11766,13319,64.75,63.73,1.02,53.56,52.69,13472,65
9,23,10651,12085,48.05,47.3,0.75,48.41,47.77,12218,63.69
9,24,9558,10861,45.2,44.51,0.69,35.99,35.62,10976,42
10,1,8821,9949,40.32,39.72,0.6,34.32,33.96,10074,59.36
10,2,9019,9553,38.69,38.11,0.58,25.77,25.47,9840,49
10,3,8981,9361,36.81,36.25,0.56,32.76,32.4,9505,43
10,4,9007,9360,36.81,36.25,0.56,33.73,33.36,9509,64
10,5,9150,9651,38.41,37.82,0.59,36.67,36.26,9801,48
10,6,9454,10626,45.08,44.39,0.69,45.59,45.05,10788,61.56
10,7,11638,12579,53.65,52.39,0.84,59,58.14,12757,56
10,8,13690,14260,65.32,63.5,1.02,66.68,65.53,14355,43.94
10,9,14081,14884,65.31,63.51,1,65.07,63.89,14941,41.2
10,10,14351,15210,66.22,64.31,1.01,63.83,62.62,15311,52
10,11,14449,15525,66.22,64.32,1,66.67,65.38,15646,42
10,12,14476,15622,66.84,64.87,1,66.42,65.2,15728,44
10,13,14315,15610,66.22,64.36,1,66.21,64.96,15729,64
10,14,14439,15655,67.23,65.25,1.01,70.57,69.3,15764,59
10,15,14310,15555,66.22,64.38,0.99,73.07,71.75,15657,50
10,16,14193,15426,65.31,63.58,0.98,63.48,62.37,15509,59
10,17,14243,15471,65.92,63.85,0.99,66.86,65.46,15593,46
10,18,14288,15560,65.4,63.39,0.99,66.9,65.46,15683,58.39
10,19,14241,15372,64.62,62.7,0.97,63.11,61.95,15457,52.53
10,20,14218,15309,64.65,62.78,0.98,60.04,58.98,15415,46.11
10,21,14370,15704,66.23,64.53,1,65.43,64.01,15834,40
10,22,13805,14772,62.96,61.05,0.94,65.31,63.53,14801,42
10,23,11930,13081,49.18,48.44,0.74,55.38,54.13,13297,51.98
10,24,10276,11556,46.21,45.53,0.68,41.22,40.75,11686,64
11,1,9748,10555,44.56,43.91,0.65,38.83,38.43,10688,56.26
11,2,9776,10049,41.05,40.44,0.61,33.88,33.56,10190,49
11,3,9655,9806,37.53,36.97,0.56,27.11,26.86,9953,54
11,4,9626,9733,36,35.46,0.54,23.74,23.52,9876,58
11,5,9815,9959,39.43,38.83,0.6,42.1,41.7,10100,64
11,6,10336,10888,45.44,44.75,0.69,42.1,41.65,11035,50.6
11,7,12247,12896,52.83,52.02,0.81,45.93,45.37,13074,55.21
11,8,14530,14657,60.98,59.22,0.92,58.74,57.89,14880,58.65
11,9,15187,15404,62.42,61.1,0.93,56.01,55.1,15589,51.99
11,10,15718,15887,64.97,63.46,0.96,60.15,59.13,16106,42.43
11,11,15933,16410,66.49,64.92,0.97,78.52,77.32,16633,45
11,12,16114,16785,67.11,65.48,0.97,81.48,80.33,17017,64
11,13,16128,16952,67.3,65.65,0.97,65.3,64.35,17154,53
11,14,16305,17173,67.44,66.47,0.97,81.03,79.98,17406,54
11,15,16128,17203,68.03,67.04,0.99,103.78,102.28,17381,62
11,16,16075,17175,67.44,66.46,0.98,93.59,92.05,17388,53
